epoch,train_loss,validation_loss,train_coordinate,validation_coordinate,train_dimension,validation_dimension,train_object_confidence,validation_object_confidence,train_noobject_confidence,validation_noobject_confidence,train_class_confidence,validation_class_confidence
11,1.9029507378497756,1.9305319899604434,2.0744395837726364,2.1016477119354975,0.490259742790676,0.4435227477834338,8.343507307121552,8.669210025242396,5.940641397453216,5.031621212051029,6.246483007109309,6.6649454321180075
12,1.8546060144183147,1.8381305649167015,2.006668356168701,2.0796435049601962,0.4688438387161278,0.3947987669990176,8.008583672075387,7.318687518437703,5.9915880237717225,5.970710606802077,6.256547268614711,6.385252242996579
13,1.7911238196384476,1.7785185149737768,1.9574384854500553,1.9338624959900266,0.44828422995935,0.388472936692692,7.572501561727869,7.625905070986066,5.9962198303406495,5.269650391169956,6.026155787778188,6.2919811578024
14,1.72413282796561,1.7268714024907066,1.8407792671617256,1.8408799583003634,0.4315610546843115,0.3740009094278018,7.233406269406697,7.1686493044807795,5.9532226697508115,5.228688648768833,5.975828564310649,6.460856335503714
15,1.665877878665924,1.6889704040118627,1.7649286838181049,1.880283412479219,0.4145195412348552,0.3772293236993608,6.975170356681548,6.570378212701707,6.01125413825713,5.459201381320045,5.74553030657481,6.1088756890524
16,1.6263477895633285,1.62301390511649,1.713523153440062,1.791367075272969,0.41584642976522446,0.3429510011559441,6.67800492694579,6.557366473334176,5.953956158764391,5.093107717377799,5.687510809266423,5.890438233103071
17,1.5711875938507447,1.6423015197118123,1.668315836105002,1.8144535975796836,0.3905515268624547,0.34720466445599285,6.362113695546805,6.5290325085322065,6.037433322653713,5.508377052488781,5.427488195608897,5.836064423833575
18,1.5271853423980346,1.7932646047501337,1.620777746640056,2.1134084094138372,0.3856818792690714,0.4621072342353208,6.2812220935361935,7.2230850004014515,5.895476774997022,4.648606328737168,5.124943796410618,5.888890930584499
19,1.4798862007727105,1.5868887163343883,1.5647904151175396,1.7992979940913973,0.375319931072643,0.333039810969716,6.071006451744631,6.319988057726905,5.988742936088379,5.330142191478184,4.881424946957324,5.4432100511732555
20,1.442958441125341,1.4954003379458474,1.5703906208635814,1.6973245967002142,0.3724701292363994,0.3296727275564557,5.942777580525502,6.047080147834051,5.771182643361838,5.179225490206764,4.505615506545607,4.867867268267132
21,1.3947718509708542,1.4939237435658772,1.4880806950919598,1.6819462109179724,0.36274789713592415,0.32871963420794126,5.741574861917151,6.044330233619327,5.9840252155280975,5.401594905626206,4.2916270314929,4.846830379395258
22,1.3521334615098424,1.467065799803961,1.4337130932204694,1.6580640545913152,0.34668605774641037,0.34653052049023764,5.664712439100426,5.736782925469535,5.816255994589932,5.7494879847481135,4.122147002852107,4.523168609255836
23,1.3313565365521305,1.4369340581553323,1.442955103624298,1.6522481597605205,0.35921214844088956,0.33333100555908113,5.55199079772076,5.619426182338169,5.73055490384619,5.693079800832839,3.843489961810859,4.304473150344122
24,1.2933137470699219,1.4380192387671697,1.4082700279821831,1.6574612799144925,0.3398002409432308,0.3250510749362764,5.3872148114514635,5.978199771472386,5.799935895276357,4.931520127114796,3.6378468634134316,4.377314783277965
25,1.2602175887090614,1.3845205590838479,1.3316328123391392,1.6288255814995085,0.3429709333612258,0.3151808936326277,5.41075074241822,5.5382978944551375,5.6136443543146894,5.471850582531521,3.551550277744431,3.9295713617688133
26,1.241765728197902,1.4101747104099818,1.3466918827539467,1.66739645529361,0.34810578275516807,0.312010689505509,5.131470286702535,5.68211601461683,5.644735244383295,5.266718801997957,3.4080335343458565,4.143527788775308
27,1.20706643002579,1.401777799640383,1.2935406867280064,1.6360179008472533,0.3271249880991786,0.3089276814744586,5.163072775645428,6.003492105574835,5.78694898680032,4.731700340906779,3.121344058987606,4.129756771382832
28,1.1875931128679988,1.390277882417043,1.3006264491971717,1.6098074544043768,0.3222576288214649,0.3079626120272137,5.076255776795996,5.3132750533875965,5.455400153815028,5.761345091320219,3.0501725695219384,4.161547748815446
29,1.155127640948238,1.3375318958645774,1.2359628567853607,1.58907127451329,0.3244499901691115,0.28404853794546353,4.91124710117478,5.454665235110691,5.5153529069509855,5.374183132534935,2.981193305139082,3.664180366765885
30,1.1138070538101426,1.3313450713952382,1.1806123536753368,1.6298349116529738,0.3180812869265855,0.2909843275057418,4.752758604934416,5.404543859618051,5.417852654514543,4.957167670840309,2.8365729851536003,3.568113400822594
31,1.1067275462380375,1.3913286683105288,1.1975236032382552,1.6419475021816434,0.3360241874154792,0.32119131017298924,4.7727356430995895,5.750347330456688,5.452201890658183,5.23256360349201,2.508706750999014,3.8383431817804063
32,1.0990209066006074,1.3727946324007851,1.2001354550740806,1.657403371163777,0.3215087542691863,0.2943012338309061,4.715718012976359,5.821287143798101,5.350207485348346,4.910245918092274,2.5534286870654808,3.6987980944769725
33,1.0938291266021958,1.3570567809400105,1.153301620698837,1.6475426838511513,0.32754731411675375,0.29103303399114383,4.663129064692072,5.614244307790484,5.518633341214743,5.125797294435047,2.6460471810346626,3.5668533614703586
34,1.063470101500132,1.3321560138747806,1.1567563030375057,1.5956721206506093,0.318359730653016,0.2932514555397488,4.641506936894842,5.32919670854296,5.282549514827958,4.969937619708833,2.323981113103499,3.8244093514624096
35,0.9425897670079426,1.2302333144914537,1.0065108842878456,1.4556730488936107,0.2802943563066333,0.2593260801264218,4.165987558393593,5.0455198004132225,4.987732816891498,4.967613810584659,1.9633992251502461,3.369290147508894
36,0.8650584226272192,1.2866028689202809,0.9127001564904867,1.5457540310564495,0.2516210159982543,0.27766549090544385,3.9810150258512382,5.508867087818327,4.649863122457481,4.774690662111555,1.6889056814722267,3.3062605942998613
37,0.8481483847261911,1.3097836417811257,0.9002514163772743,1.5746861568519048,0.25019080429730645,0.27548926572004956,3.98854071619999,5.066702995981489,4.701662215123694,5.3177900995527,1.456906084285443,3.744334367059526
38,0.8173578726239952,1.2902704988207137,0.8490858349096344,1.5108798217205774,0.2374477927539363,0.2643334414987337,3.8049724511353364,5.369171051752,4.6025710364422165,4.840185381117321,1.5096024028867123,3.7537443041801453
39,0.7806784365191517,1.2732710795743125,0.8161275404763509,1.5259057893639518,0.2228825308202979,0.29301537360463825,3.6112816563571792,5.126141905784607,4.516812482512141,4.985388670648847,1.4094037098518337,3.4185327830768766
40,0.731743496584605,1.234108452286039,0.7585487049746226,1.4929849221592857,0.22463559067572456,0.2560232751781032,3.4686638996543655,5.212015305246625,4.173782212188445,4.789971113204956,1.2131163222513286,3.213363047157015
